task_inputs-model,task_inputs-execution_type,task_inputs-GPU,task_inputs-n_gpus,task_inputs-precision,request_throughput-unit,request_throughput-avg,request_latency-unit,request_latency-avg,request_latency-p95,time_to_first_token-unit,time_to_first_token-avg,time_to_first_token-p95,inter_token_latency-unit,inter_token_latency-avg,inter_token_latency-p95,output_token_throughput-unit,output_token_throughput-avg,output_token_throughput_per_request-unit,output_token_throughput_per_request-avg,output_token_throughput_per_request-p95,num_output_token-unit,num_output_token-avg,num_output_token-p95,num_input_token-unit,num_input_token-avg,num_input_token-p95,input_config-model,input_config-backend,input_config-extra_inputs-max_tokens,input_config-stability_percentage,input_config-concurrency,input_config-synthetic_input_tokens_mean,input_config-synthetic_input_tokens_stddev,input_config-output_tokens_mean
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,3.2154461796755736,ns,31082834285.46909,31240410545.45,ns,1103188183.0181818,1516191221.55,ns,30009550.848321088,31255377.2,tokens/sec,3215.422794612449,tokens/sec,32.17195973982824,32.21669528686576,tokens,999.9927272727273,1000.0,tokens,199.66,200.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,100,200,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,1.0824892980106826,ns,23092017848.104,23120505505.3,ns,313467480.928,386169605.2,ns,22801273.41481335,23316374.8,tokens/sec,1082.4921846488105,tokens/sec,43.3051935421412,43.44838005578603,tokens,1000.0026666666666,1000.0,tokens,199.664,200.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,25,200,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,4.751941499048357,ns,42008444053.984375,42144536221.05,ns,2416401971.81125,2781067680.95,ns,39631227.02954358,44663466.4,tokens/sec,4751.92961919461,tokens/sec,23.804823587954026,23.94010490549863,tokens,999.9975,1000.0,tokens,199.66,200.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,200,200,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.11400513008684263,ns,43855252850.75,43888997221.45,ns,625555609.7,763198556.2,ns,21625661.451250624,22286583.0,tokens/sec,228.01026017368525,tokens/sec,45.60457863177766,45.6198037852598,tokens,2000.0,2000.0,tokens,1999.3,2000.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,5,2000,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.7788564269757561,ns,62891008059.54,65060896376.6,ns,4158045998.3733335,7164909388.65,ns,29381300.373293575,29251750.099999998,tokens/sec,1557.712853951512,tokens/sec,31.806579851479704,31.978526803429094,tokens,2000.0,2000.0,tokens,1999.6333333333334,2000.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,50,2000,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.04643577306262982,ns,43067135561.5,43103001959.2,ns,242953118.9,317003491.09999996,ns,21422802.622611307,22049580.15,tokens/sec,92.87154612525964,tokens/sec,46.43915757255634,46.48973003558878,tokens,2000.0,2000.0,tokens,1999.5,2000.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,2,2000,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.02414893811914511,ns,41408558041.4,41422902171.2,ns,163530662.6,164751913.0,ns,20632830.104452226,21270855.1,tokens/sec,48.29787623829022,tokens/sec,48.29920139462837,48.32650453912893,tokens,2000.0,2000.0,tokens,1999.6,2000.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,1,2000,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,1.0100052712860266,ns,173633488119.10284,272008276490.55,ns,86801744400.19858,185250915548.6,ns,43437782.85617578,40867945.75,tokens/sec,2020.010542572053,tokens/sec,13.508653798005707,22.411422022205304,tokens,2000.0,2000.0,tokens,1999.6560283687943,2000.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,250,2000,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,1.0095819323860444,ns,128117242285.18794,183024889421.55,ns,41244542618.28723,96219361346.25,ns,43452947.796200044,40951188.6,tokens/sec,2019.163864772089,tokens/sec,17.07632990207886,22.40690065183882,tokens,2000.0,2000.0,tokens,1999.6560283687943,2000.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,150,2000,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.11410282633097328,ns,43817705303.95,43853727864.7,ns,619334230.85,739350857.5,ns,21609990.53181591,22237200.5,tokens/sec,228.20565266194657,tokens/sec,45.64365945222623,45.66677746443263,tokens,2000.0,2000.0,tokens,1999.3,2000.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,5,2000,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.19885921646827018,ns,50284158148.8,50290793713.4,ns,1324757278.8,1458497401.55,ns,24491946.4082041,25693340.35,tokens/sec,397.71843293654035,tokens/sec,39.77395901852685,39.78076213968111,tokens,2000.0,2000.0,tokens,1999.525,2000.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,10,2000,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.9993294469324889,ns,95635170915.00354,99450148136.3,ns,8913951163.30851,13704635244.0,ns,43382267.39939296,41320992.2,tokens/sec,1998.6624375864208,tokens/sec,21.28838937431274,22.399109919108714,tokens,2000.0035460992908,2000.0,tokens,1999.6666666666667,2000.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,100,2000,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.4695202497546331,ns,53215192030.04,53405494405.5,ns,2721582841.89,3638827417.2,ns,25259399.660492253,25619410.0,tokens/sec,939.040499509266,tokens/sec,37.583335282382556,37.65648790777123,tokens,2000.0,2000.0,tokens,1999.66,2000.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,25,2000,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,1.0091881225784018,ns,156698420019.32623,190158172149.7,ns,69807560507.60284,102883997562.35,ns,43467200.14053073,40861802.0,tokens/sec,2018.3762451568036,tokens/sec,14.20911868523321,22.38076772060897,tokens,2000.0,2000.0,tokens,1999.663120567376,2000.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,200,2000,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.12285195424918013,ns,40697254913.36,40717736177.2,ns,97754385.12,118869872.8,ns,20310282.065919552,21016601.15,tokens/sec,245.6989944201903,tokens/sec,49.14238426863429,49.15811784061844,tokens,1999.96,2000.0,tokens,199.44,200.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,5,200,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,1.022761864247229,ns,48868534272.755,49061456172.65,ns,615661656.89,772362840.5,ns,24135218.35042415,25844326.2,tokens/sec,2045.5032732571726,tokens/sec,40.925921552336106,41.01420123968455,tokens,1999.98,2000.0,tokens,199.66,200.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,50,200,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.04917361404111575,ns,40669228737.6,40677905204.55,ns,55899459.8,66433621.55,ns,20316823.050425213,20989715.75,tokens/sec,98.3472280822315,tokens/sec,49.17723048754063,49.182547539222504,tokens,2000.0,2000.0,tokens,199.5,200.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,2,200,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.025729302713440136,ns,38865160407.8,38874719436.4,ns,36630631.6,37705108.0,ns,19425920.44036422,20091394.0,tokens/sec,51.453459566337585,tokens/sec,51.45482482861237,51.46599673963738,tokens,1999.8,2000.0,tokens,199.6,200.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,1,200,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,2.0630072225808815,ns,107605964976.375,161950239998.1,ns,28115031154.42857,82143856179.2,ns,39761977.89554973,46158420.0,tokens/sec,4126.0021653568665,tokens/sec,20.584936950274585,24.698623269890817,tokens,1999.9940476190477,2000.0,tokens,199.66071428571428,200.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,250,200,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,1.9234091370895585,ns,77860737678.62,78008059289.35,ns,1647058549.568889,2210434331.55,ns,38123436.44082354,44508801.3,tokens/sec,3846.809725694063,tokens/sec,25.686866298919604,25.731780428290936,tokens,1999.9955555555555,2000.0,tokens,199.6511111111111,200.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,150,200,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.12280084608573806,ns,40713444297.04,40729257886.8,ns,102637535.12,132849160.6,ns,20315561.16154077,21025271.1,tokens/sec,245.60169217147612,tokens/sec,49.12382382189813,49.13544310322035,tokens,2000.0,2000.0,tokens,199.44,200.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,5,200,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.22682073307925518,ns,44084348965.7,44101286003.75,ns,165776944.4,203566157.4,ns,21970144.41331182,23277551.7,tokens/sec,453.64713667683736,tokens/sec,45.36814411020142,45.37683969796744,tokens,2000.025,2000.0,tokens,199.525,200.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,10,200,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,1.555513739540413,ns,64230365569.7,64307693163.95,ns,1277591843.13,1512378547.15,ns,31489785.79285963,34567544.1,tokens/sec,3111.0158127277796,tokens/sec,31.13782327996734,31.172986225758216,tokens,1999.9925,2000.0,tokens,199.66,200.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,100,200,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.531685398034778,ns,47010724807.53,47064393459.6,ns,295252252.46,417513314.3,ns,23368029.803631198,24235409.2,tokens/sec,1063.3654792155755,tokens/sec,42.54329713751329,42.59497992795281,tokens,1999.99,2000.0,tokens,199.66,200.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,25,200,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,2.064709718253721,ns,91434093289.43254,161798085366.1,ns,11906070624.051588,81252004108.25,ns,39780030.945882306,45771865.39999999,tokens/sec,4129.407146568643,tokens/sec,23.065684486931925,24.689455197363056,tokens,1999.9940476190477,2000.0,tokens,199.65277777777777,200.0,meta-llama3-70b-instruct,tensorrtllm,2000,999,200,200,0,2000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.18291670472384372,ns,27333384567.028572,27356223641.9,ns,2271564256.2285714,2712775663.9,ns,25086907.218018018,25100694.8,tokens/sec,182.9167047238437,tokens/sec,36.58530523191059,36.60686989371352,tokens,1000.0,1000.0,tokens,6999.5142857142855,7000.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,5,7000,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.7649556659979985,ns,63809556768.36042,81657841109.6,ns,6224944065.354167,24590352285.95,ns,57642254.95796421,35391658.15,tokens/sec,764.9556659979985,tokens/sec,15.848865529796166,16.30749561907038,tokens,1000.0,1000.0,tokens,6999.658333333334,7000.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,50,7000,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.0782841894823226,ns,25545832932.875,25688318623.25,ns,828152261.0,1107631038.25,ns,24742423.09496997,24900265.7,tokens/sec,78.2841894823226,tokens/sec,39.14572589960963,39.251309296330184,tokens,1000.0,1000.0,tokens,6999.25,7000.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,2,7000,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.04121730352252143,ns,24261137622.5,24267962259.8,ns,550420443.75,552342635.65,ns,23734451.63038038,24180349.0,tokens/sec,41.21730352252143,tokens/sec,41.21818505529036,41.22866877278515,tokens,1000.0,1000.0,tokens,6999.5,7000.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,1,7000,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.7633776580614131,ns,254413966721.86874,342784501951.1,ns,196119802923.04376,284557161803.6,ns,58352516.31514014,35717155.7,tokens/sec,763.3776580614131,tokens/sec,4.970784253598824,13.910703517619663,tokens,1000.0,1000.0,tokens,6999.658333333334,7000.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,250,7000,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.7637319124118006,ns,172206484413.40207,219148874343.9,ns,113948725261.5625,159390657911.5499,ns,58316075.22706665,35544599.55,tokens/sec,763.7319124118006,tokens/sec,6.387176148712398,13.926338112463675,tokens,1000.0,1000.0,tokens,6999.6625,7000.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,150,7000,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.18285491597098286,ns,27342634446.82857,27360952778.4,ns,2277048721.9714284,2721031670.1,ns,25090676.4012584,25103831.2,tokens/sec,182.85491597098286,tokens/sec,36.57292842057347,36.59614111216256,tokens,1000.0,1000.0,tokens,6999.5142857142855,7000.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,5,7000,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.27592991685628143,ns,35872897495.65656,35893333030.5,ns,3217268905.040404,4424069604.299997,ns,32688316.907523684,31168162.0,tokens/sec,275.9299168562814,tokens/sec,27.877875213754905,27.927674458355405,tokens,1000.0,1000.0,tokens,6999.656565656565,7000.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,10,7000,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.7642201844262849,ns,121282989022.13542,156899768386.6,ns,63063405484.38958,98756451260.5,ns,58277959.45302158,35451837.05,tokens/sec,764.220184426285,tokens/sec,8.539433844630052,13.927017043773004,tokens,1000.0,1000.0,tokens,6999.666666666667,7000.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,100,7000,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.5757582614787735,ns,42749659114.225,47132467999.25,ns,4448343551.295,9278441997.2,ns,38339655.21814815,29328571.3,tokens/sec,575.7582614787735,tokens/sec,23.42628737540598,23.676429937586335,tokens,1000.0,1000.0,tokens,6999.66,7000.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,25,7000,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.7630692634438498,ns,216709965499.00208,280294983881.0,ns,158397602501.3646,222043657511.45,ns,58370733.73136887,35698979.05,tokens/sec,763.0692634438499,tokens/sec,5.44658047072042,13.902999306320014,tokens,1000.0,1000.0,tokens,6999.645833333333,7000.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,200,7000,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,1.0205175358311271,ns,4899074440.418181,4902826979.0,ns,618446138.6363636,732985447.5,ns,21510453.88490178,21247361.55,tokens/sec,204.1081458822974,tokens/sec,40.8249993504055,40.861021207191136,tokens,200.00454545454545,200.0,tokens,1999.6272727272728,2000.0,meta-llama3-70b-instruct,tensorrtllm,200,999,5,2000,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,3.9302307637525504,ns,12448167679.002827,12426394302.7,ns,3693823362.5222616,4687079730.9,ns,43991679.9823144,26612240.6,tokens/sec,786.04615275051,tokens/sec,16.074077512878983,16.12481661129871,tokens,200.0,200.0,tokens,1999.6593639575972,2000.0,meta-llama3-70b-instruct,tensorrtllm,200,999,50,2000,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.44934368240390027,ns,4450460353.052083,4477878370.25,ns,242697270.98958334,312217551.25,ns,21144538.10081658,21134026.95,tokens/sec,89.86873648078004,tokens/sec,44.93947358905799,45.0324288552832,tokens,200.0,200.0,tokens,1999.6770833333333,2000.0,meta-llama3-70b-instruct,tensorrtllm,200,999,2,2000,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.24080410022595483,ns,4152492461.5961537,4155006241.1,ns,160770177.8653846,162083850.15,ns,20058905.948395826,20317515.75,tokens/sec,48.16082004519097,tokens/sec,48.163855472076776,48.21043280152753,tokens,200.0,200.0,tokens,1999.5961538461538,2000.0,meta-llama3-70b-instruct,tensorrtllm,200,999,1,2000,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,4.710104737468454,ns,49885777869.60178,56949697746.1,ns,18879500426.35,24689676550.8,ns,155810439.41332555,895006499.7999989,tokens/sec,942.0209474936906,tokens/sec,4.079761014687861,4.4490941549635,tokens,200.0,200.0,tokens,1999.6583333333333,2000.0,meta-llama3-70b-instruct,tensorrtllm,200,999,250,2000,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,4.628243946650804,ns,31438800017.453938,37619483740.05,ns,5149691044.778788,11802916714.8,ns,132106075.23957363,50060412.199999996,tokens/sec,925.6487893301609,tokens/sec,6.399924893568192,6.691917123030945,tokens,200.0,200.0,tokens,1999.6575757575758,2000.0,meta-llama3-70b-instruct,tensorrtllm,200,999,150,2000,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,1.0203103762314085,ns,4900080356.522727,4906430318.5,ns,619694362.9090909,735342123.8,ns,21509239.91091823,21248005.349999998,tokens/sec,204.0667130207191,tokens/sec,40.816608957234166,40.87078563231453,tokens,200.00454545454545,200.0,tokens,1999.6272727272728,2000.0,meta-llama3-70b-instruct,tensorrtllm,200,999,5,2000,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,1.6470965122359595,ns,6070853066.819149,6075971632.1,ns,1325954682.9319148,1458588386.0,ns,23843710.471795145,23599457.15,tokens/sec,329.4193024471919,tokens/sec,32.9443065853148,32.961309015657946,tokens,200.0,200.0,tokens,1999.659574468085,2000.0,meta-llama3-70b-instruct,tensorrtllm,200,999,10,2000,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,4.477729947166278,ns,21851192203.208126,21726807419.15,ns,4512655030.59625,4835286501.1,ns,87128327.50056219,36510102.45,tokens/sec,895.5459894332556,tokens/sec,9.179611764107557,9.269025442033454,tokens,200.0,200.0,tokens,1999.66,2000.0,meta-llama3-70b-instruct,tensorrtllm,200,999,100,2000,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,2.959464233116248,ns,8416846523.781177,8432864638.95,ns,2670831615.8235292,3490321685.3,ns,28874446.773656517,24575510.0,tokens/sec,591.8928466232496,tokens/sec,23.762421567843155,23.819007412120396,tokens,200.0,200.0,tokens,1999.6552941176471,2000.0,meta-llama3-70b-instruct,tensorrtllm,200,999,25,2000,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,4.70175735006371,ns,40596583542.670235,49996340153.8,ns,9531644259.926191,18955147775.15,ns,156105222.526352,1035967837.8499999,tokens/sec,940.3514700127421,tokens/sec,4.998675171460283,5.2570264712375145,tokens,200.0,200.0,tokens,1999.660119047619,2000.0,meta-llama3-70b-instruct,tensorrtllm,200,999,200,2000,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,1.2420075975670695,ns,4025409115.6792455,4027032121.8,ns,97372880.43773586,109401141.4,ns,19738875.553977434,19933582.4,tokens/sec,248.4015195134139,tokens/sec,49.68440072015965,49.703602831002186,tokens,200.0,200.0,tokens,199.65660377358492,200.0,meta-llama3-70b-instruct,tensorrtllm,200,999,5,200,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,9.552208626448898,ns,5231331749.015122,5236270249.85,ns,569821996.5960976,752903320.15,ns,23424674.14873428,23008587.0,tokens/sec,1910.4417252897795,tokens/sec,38.23152894068706,38.29768505146373,tokens,200.0,200.0,tokens,199.6580487804878,200.0,meta-llama3-70b-instruct,tensorrtllm,200,999,50,200,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.5069965312314706,ns,3944367436.787037,3945758205.6,ns,56633309.481481485,63902157.6,ns,19536352.39852038,19779626.65,tokens/sec,101.39930624629412,tokens/sec,50.705222281216216,50.71919203394161,tokens,200.0,200.0,tokens,199.64814814814815,200.0,meta-llama3-70b-instruct,tensorrtllm,200,999,2,200,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,0.26441511025035946,ns,3781755223.4210525,3783141165.2,ns,34595513.8245614,35647125.199999996,ns,18829948.289429605,19079196.8,tokens/sec,52.883022050071894,tokens/sec,52.88549844303079,52.90140364553338,tokens,200.0,200.0,tokens,199.6140350877193,200.0,meta-llama3-70b-instruct,tensorrtllm,200,999,1,200,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,22.45687759936805,ns,11110578733.5648,11131451573.15,ns,2740118148.20864,3688044194.05,ns,42062750.84703877,43163102.6,tokens/sec,4491.368333672778,tokens/sec,18.000946559836294,18.040923503495726,tokens,199.99968,200.0,tokens,199.65936,200.0,meta-llama3-70b-instruct,tensorrtllm,200,999,250,200,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,16.845486156958152,ns,8893007033.505833,8907045619.65,ns,2004810584.650625,2272851062.65,ns,34614130.14384842,34721634.0,tokens/sec,3369.093721915348,tokens/sec,22.4895931159247,22.53426709142431,tokens,199.99979166666665,200.0,tokens,199.66,200.0,meta-llama3-70b-instruct,tensorrtllm,200,999,150,200,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,1.241833476657201,ns,4025917136.1584907,4027826528.6,ns,97331524.3245283,109652554.6,ns,19741637.52957351,19971925.0,tokens/sec,248.36669533144018,tokens/sec,49.67812935145907,49.698015533372576,tokens,200.0,200.0,tokens,199.65660377358492,200.0,meta-llama3-70b-instruct,tensorrtllm,200,999,5,200,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,2.327029515286669,ns,4296950940.024,4299824617.8,ns,165088661.276,178284216.55,ns,20763125.88237718,21071846.25,tokens/sec,465.40590305733383,tokens/sec,46.544672186536765,46.57253869418884,tokens,200.0,200.0,tokens,199.66,200.0,meta-llama3-70b-instruct,tensorrtllm,200,999,10,200,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,14.001592462591763,ns,7136414141.419,7142659334.75,ns,1331614046.56625,1607443057.35,ns,29169944.02126398,29198602.15,tokens/sec,2800.311491722121,tokens/sec,28.025251045229286,28.064138162639022,tokens,199.9995,200.0,tokens,199.66,200.0,meta-llama3-70b-instruct,tensorrtllm,200,999,100,200,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,5.164038759648595,ns,4840399515.704545,4849561795.55,ns,318246740.0090909,389215732.35,ns,22724385.807514846,22714493.3,tokens/sec,1032.8077519297192,tokens/sec,41.31899751172969,41.421681752198296,tokens,200.0,200.0,tokens,199.66,200.0,meta-llama3-70b-instruct,tensorrtllm,200,999,25,200,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp16,requests/sec,19.439788743289032,ns,10265298846.756428,10304907810.4,ns,2355189239.5832143,2912290069.65,ns,39749464.74507824,38530678.199999996,tokens/sec,3887.947334485266,tokens/sec,19.483649665342316,19.58276581692755,tokens,199.99946428571428,200.0,tokens,199.66,200.0,meta-llama3-70b-instruct,tensorrtllm,200,999,200,200,0,200
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp8,requests/sec,0.3374635316160357,ns,14815283963.885714,14827246126.75,ns,74176344.57142857,90023517.14999996,ns,14755789.83118555,15270603.0,tokens/sec,337.4635316160357,tokens/sec,67.49787002775338,67.51342882414328,tokens,1000.0,1000.0,tokens,199.65714285714284,200.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,5,200,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp8,requests/sec,2.689417700432029,ns,18582744440.865265,18670992985.9,ns,382052176.2631579,497594556.2,ns,18218894.574152768,18810103.2,tokens/sec,2689.412038500028,tokens/sec,53.81348819596857,53.93330444455447,tokens,999.9978947368421,1000.0,tokens,199.65578947368422,200.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,50,200,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp8,requests/sec,0.1369389383146771,ns,14603693398.357143,14612649668.55,ns,43583345.0,49516188.5,ns,14574684.738095239,15075828.3,tokens/sec,136.9389383146771,tokens/sec,68.47583456976463,68.50721261177041,tokens,1000.0,1000.0,tokens,199.46428571428572,200.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,2,200,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp8,requests/sec,0.06977454681596104,ns,14331087942.333334,14336083615.9,ns,28244816.4,28892588.099999998,ns,14317160.286219552,14819845.4,tokens/sec,69.77454681596103,tokens/sec,69.77837787917177,69.81083548309829,tokens,1000.0,1000.0,tokens,199.33333333333334,200.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,1,200,0,1000
meta-llama3-70b-instruct,NIM_TRT-LLM,H100_80GB_HBM3,4,fp8,requests/sec,7.514262683481597,ns,33159818172.0984,33668534598.85,ns,1636334861.8568,2271835634.25,ns,31554914.576105073,41975030.54999999,tokens/sec,7514.262683481597,tokens/sec,30.159049553936022,30.59992792184422,tokens,1000.0,1000.0,tokens,199.66,200.0,meta-llama3-70b-instruct,tensorrtllm,1000,999,250,200,0,1000
